,Rating,Review,Comment
23414,5,Nice product I prefer thisREAD MORE,Brilliant
23415,4,Gud oneREAD MORE,Nice product
23416,5,Nice ProductREAD MORE,Simply awesome
23417,5,Superb productREAD MORE,Awesome
23418,4,Nice quality but bass it not as expected .READ MORE,Worth the money
23419,5,Nice products I am recommendREAD MORE,Just wow!
23420,5,Very nice. I like it. Thanks flipkartREAD MORE,Just wow!
23421,4,Nice product😃👍READ MORE,Delightful
23422,5,I loved this product.. awesome quantity..thank you Flipkart & Ekart for your smooth management..💚READ MORE,Terrific
23423,4,Using it for a month now. No issues . Value for money .READ MORE,Good choice
23424,5,goodREAD MORE,Best in the market!
23425,5,super ❤️❤️❤️❤️READ MORE,Must buy!
23426,5,Superb productREAD MORE,Mind-blowing purchase
23427,5,The product is very amazing! Sound quality is awesome. Don't vary to purchase it. Product is very good!💞READ MORE,Super!
23428,5,Best sound bass batteryREAD MORE,Classy product
23429,5,Very nice product.. Bass and sound quality is good..READ MORE,Terrific purchase
23430,5,Super.. I love itREAD MORE,Wonderful
23431,5,Overall nice productREAD MORE,Highly recommended
23432,3,Wrost ProductREAD MORE,Fair
23433,5,MickREAD MORE,Excellent
23434,5,Very very powerful soundREAD MORE,Worth every penny
23435,5,Outstanding product.sound quality bass are very good.. design also good.13 -14 hours of battery backup is even better.READ MORE,Simply awesome
23436,5,Awesome item. Its battery 🔋 backup is very goodREAD MORE,Awesome
23437,5,very bestREAD MORE,Fabulous!
23438,5,Best product ever 😂READ MORE,Super!
23439,5,Good quality of product.READ MORE,Wonderful
23440,5,Product is pretty impressive....READ MORE,Fabulous!
23441,5,Best for purchase Go for this...READ MORE,Terrific
23442,4,Pathetic for making phone calls !!READ MORE,Not recommended at all
23443,4,Good bassREAD MORE,Good quality product
23444,5,I replaced but repeat problem Mic not workingREAD MORE,Unsatisfactory
23445,5,NiceREAD MORE,Value-for-money
23446,1,HappyREAD MORE,Worth every penny
23447,1,Sound osm bass superbI am so HappyREAD MORE,Highly recommended
23448,5,I am unable to pick up the callREAD MORE,Did not meet expectations
23449,5,Very good product ............ Best earphoneREAD MORE,Mind-blowing purchase
23450,5,Product is very good specially for battery backup was amazingREAD MORE,Excellent
23451,4,Wonderful product 👍READ MORE,Highly recommended
23452,5,Amazing wonderfully.....I like itREAD MORE,Absolute rubbish!
23453,1,Design is not bitter Battery backup 15+ hoursSound quality bestREAD MORE,Wonderful
23454,1,Super...Nice.. Product..Good Packing..Value For Money..READ MORE,Worth every penny
23455,4,I could not able to lesson voice during phone calls. Because of high bass. It is not advisable phone call userREAD MORE,Bad quality
23456,5,GoodREAD MORE,Wonderful
23457,5,Good product work more than available moneyREAD MORE,Wonderful
23458,5,Really nice experienceREAD MORE,Must buy!
23459,3,Nice earphoneREAD MORE,Wonderful
23460,2,GoodREAD MORE,Does the job
23461,3,Overall good but not Value 4 moneyREAD MORE,Just okay
23462,5,So Good deviceREAD MORE,Mind-blowing purchase
23463,4,Nice productREAD MORE,Worth the money
23464,4,WonderfulREAD MORE,Worth the money
23465,4,It's More Better To Other Eairphone Like Mivi JBL Skullcandy And etc Sound Quality Premium Buds Quality Primium All 💖 Is Goos I Fall Love In One Plus Eairphone BudsREAD MORE,Really Nice
23466,5,Extra bass should be addedREAD MORE,Perfect product!
23467,3,very good product and price is little highREAD MORE,Does the job
23468,5,Very goodREAD MORE,Great product
23469,5,Good Product and Best QualityREAD MORE,Brilliant
23470,5,Wonderful bluetoothREAD MORE,Super!
23471,4,SuperREAD MORE,Really Nice
23472,5,Excellent product.....READ MORE,Mind-blowing purchase
23473,5,GoodREAD MORE,Perfect product!
23474,5,GoodREAD MORE,Highly recommended
23475,5,GoodREAD MORE,Best in the market!
23476,5,Good qualityREAD MORE,Brilliant
23477,5,It is very awaome product battery backup. Sound 🔊 quality is excellentREAD MORE,Worth every penny
23478,3,Everything is good but there is no button for quick switch .....the one without bass edition has a button for quick switchREAD MORE,Just okay
23479,4,SuperREAD MORE,Value-for-money
23480,4,NiceREAD MORE,Wonderful
23481,5,Sound quality is superREAD MORE,Best in the market!
23482,5,Best Quality Product ♥️READ MORE,Fabulous!
23483,5,AwesomeNo regrets..READ MORE,Terrific
23484,5,Super qualityREAD MORE,Classy product
23485,5,It's very niceREAD MORE,Wonderful
23486,5,Top value BluetoothREAD MORE,Perfect product!
23487,5,NiceREAD MORE,Brilliant
23488,4,west not werkingREAD MORE,Bad quality
23489,5,Good productREAD MORE,Worth the money
23490,5,TyingREAD MORE,Mind-blowing purchase
23491,4,Best product at its levelREAD MORE,Terrific
23492,2,QualityREAD MORE,Really Nice
23493,3,Good for music but won't recommended for callsREAD MORE,Nice
23494,5,Value for moneyREAD MORE,Brilliant
23495,4,Nice productREAD MORE,Worth the money
23496,5,Really gooodREAD MORE,Brilliant
23497,3,Plzzz dont buy this item. My Bluetooth are damaged flipcart are not responce.READ MORE,Very poor
23498,5,Spr sound bassREAD MORE,Nice
23499,5,Very goodREAD MORE,Terrific purchase
23500,5,Calling Voice is not clear  to the on call person very low voice listeningREAD MORE,Did not meet expectations
23501,1,It's amazing....👍👍READ MORE,Simply awesome
23502,1,I am using 2 month really I am happy worth for monyREAD MORE,Terrific
23503,5,ExcellentREAD MORE,Classy product
23504,5,This prodoct 30/ damageREAD MORE,Don't waste your money
23505,5,Perfectly made for us..READ MORE,Classy product
23506,5,Very good products 🤩🤩READ MORE,Must buy!
23507,4,Good productREAD MORE,Could be way better
23508,5,Just wow.. superbbbb.....READ MORE,Excellent
23509,4,AverageREAD MORE,Nice product
23510,5,Awesome product in this price range.READ MORE,Classy product
23511,2,It’s ok but incoming call Bluetooth connection very slowREAD MORE,Really Nice
23512,1,Super 👌READ MORE,Excellent
23513,4,Good earphones in case of sound quality.But if you expect good amount of bass then i don't recommend it to you.READ MORE,Delightful
23514,5,Super 😙READ MORE,Excellent
23515,5,Too good product i like itREAD MORE,Brilliant
23516,5,NiceREAD MORE,Must buy!
23517,5,Sounds goodREAD MORE,Best in the market!
23518,4,1)Very bad sound quality for noise canceling on .. bike2)Calling on bike ... Is very bad experienceREAD MORE,Expected a better product
23519,5,GoodREAD MORE,Wonderful
23520,4,Just Love it... Nothing to say moreREAD MORE,Excellent
23521,5,Value for moneyREAD MORE,Pretty good
23522,5,Nice productREAD MORE,Awesome
23523,5,This is my 2nd neck band with same brand and same model I have buy for my friend and now he is suggesting to his family members because of bass quality in ear fit and total comfort using itREAD MORE,Highly recommended
23524,2,SuperREAD MORE,Brilliant
23525,5,Product is very gud thnks flipkarrREAD MORE,Perfect product!
23526,5,Osm product..READ MORE,Super!
23527,4,Sound quality smooth and clean battery life very long and quick charge and bass also betterREAD MORE,Good quality product
23528,5,Worth of money and amazing sounds effectREAD MORE,Simply awesome
23529,4,Ok okREAD MORE,Delightful
23530,5,Very good quality 😁READ MORE,Wonderful
23531,5,Great product... Love it  ❤READ MORE,Simply awesome
23532,5,Great choice for bass lovers💗READ MORE,Excellent
23533,3,"Except battery backup, its not better than OPPO ENCO M31. you should go for ENCO M31 and you'll get better experience in every sense. I will buy oppo if i get a chance to time travel.READ MORE",Just okay
23534,5,Nice productREAD MORE,Worth every penny
23535,5,Writing review after 10 charging cycle. The voice quality is good for both caller and receiver (4/5). The music quality is very good (4.5/5). It is very lightweight and comfortable for long hours of talking or music. Very useful product in lock down life when online platform is essential for communication. Battery lasts for about 17 hours as mentioned as full volume is not required for me as it is sufficiently loud. Loved the product.READ MORE,Super!...go for it...best under 2k
23536,5,Worst sound quality. Didn't expect this much bad product at this much price that too from such a reputed brand.READ MORE,Absolute rubbish!
23537,5,"Good sound bass and nice colour, beyond expectationsREAD MORE",Must buy!
23538,5,Very good productREAD MORE,Wonderful
23539,1,Value of money 💰READ MORE,Terrific
23540,5,Value of money 💰READ MORE,Terrific
23541,5,SuperREAD MORE,Mind-blowing purchase
23542,5,Nice product go for it 👍☺️READ MORE,Terrific
23543,5,Nice product....READ MORE,Just wow!
23544,5,Earphone is superbREAD MORE,Must buy!
23545,5,Good product  I love this bluetooth headphoneREAD MORE,Mind-blowing purchase
23546,4,nice bass coulaty HD soundREAD MORE,Pretty good
23547,5,sound 5/5👌quality 5/5👌connecting 4/5READ MORE,Excellent
23548,5,wonderful basslong lasting batteryi wrote this aftr using for one weekREAD MORE,Worth every penny
23549,5,Nice productREAD MORE,Super!
23550,5,ExcellentREAD MORE,Mind-blowing purchase
23551,5,Very very good qulty and styles prodect ......READ MORE,Mind-blowing purchase
23552,5,This is amazingREAD MORE,Best in the market!
23553,5,Very goodREAD MORE,Wonderful
23554,5,Excellent productREAD MORE,Super!
23555,5,Super fast delivery.... Awesome sound....👌👌👌READ MORE,Wonderful
23556,4,Nice quality nice bassREAD MORE,Pretty good
23557,5,Very nice productREAD MORE,Mind-blowing purchase
23558,5,I bought this in march and after 15-20 days its mic start troubling. For media this neckband works fine but for calls and online meeting it didn't work at all.I went to one plus store to replace it and not its been 15 days and they still not replaced my product. Service center is saying to contact to one plus support but it is useless as it always says our staff is busy and will connects to you shortly.READ MORE,Bad quality
23559,2,Nice productREAD MORE,Terrific purchase
23560,5,Super productREAD MORE,Mind-blowing purchase
23561,5,Very Bad experience with thos itemI baught 2 months ago Now its not working properly its left side earphone not working properly much disappointed from thisREAD MORE,Horrible
23562,5,Good qualityREAD MORE,Great product
23563,5,Very awesome product of OnePlusREAD MORE,Wonderful
23564,5,Everything is right. 💯💯💯💯💯💯💯READ MORE,Awesome
23565,4,Good qualityREAD MORE,Terrific
23566,5,amazing sound effect with one plus mobilesREAD MORE,Good quality product
23567,1,ProblemREAD MORE,Wonderful
23568,5,very good productREAD MORE,Awesome
23569,4,AwesomeREAD MORE,Really Nice
23570,5,Best qualityREAD MORE,Super!
23571,5,Very lovely 😍😍😍😍😍READ MORE,Perfect product!
23572,5,SuperREAD MORE,Just wow!
23573,5,Exlent sound and bassSuper quality productREAD MORE,Brilliant
23574,4,"mic quality bahut is poor,battey up to 12 – 14 hoursREAD MORE",Could be way better
23575,5,"While using continuously on bike it's not working when we receive call the mick goes in standby mode, we have stop bike connect the magnet and disconnect after inserting in ear then mick is working.READ MORE",Moderate
23576,2,NiceREAD MORE,Worth the money
23577,2,Value for moneyREAD MORE,Best in the market!
23578,5,Right side speaker i don't hear the soundREAD MORE,Hated it!
23579,5,Worthy.READ MORE,Just wow!
23580,5,ExcellentREAD MORE,Must buy!
23581,4,Very niceREAD MORE,Highly recommended
23582,5,Good but length is over bigREAD MORE,Good choice
23583,4,Very good productREAD MORE,Just wow!
23584,4,Very good ProductREAD MORE,Good choice
23585,5,Super bassREAD MORE,Good quality product
23586,2,AwesomeREAD MORE,Super!
23587,1,Noise cancellation not working properlyWhen I was recording background voice more than my voiceREAD MORE,Moderate
23588,4,"I love this item thank you so much E-Kart for giving me this lovely product, other all this thing is perfect not any issue. Good product!READ MORE",Nice product
23589,5,Fabulous 👌👍🏼READ MORE,Just wow!
23590,5,SuperREAD MORE,Perfect product!
23591,4,Amazing product ☺️Paisa wasool......READ MORE,Delightful
23592,5,The best one for taking calls either on phone or virtual meetings.READ MORE,Awesome
23593,4,Got it @1799Delivered in 2 daysGood sound qualityGood battery backupREAD MORE,Delightful
23594,5,SuperbREAD MORE,Classy product
23595,5,Awesome bass .and good battery life and very long rangeREAD MORE,Excellent
23596,5,Very nice sound is amazing 😍READ MORE,Excellent
23597,5,It was awesomeREAD MORE,Wonderful
23598,5,It was awesomeREAD MORE,Wonderful
23599,5,best qualityREAD MORE,Super!
23600,4,Best one….Too much less battery back up than regular edition….Otherwise sound quality is just awesome 👍🏻❣️READ MORE,Good choice
23601,5,GoodREAD MORE,Mind-blowing purchase
23602,5,After 10 days I've experienced very very bad voice quality when I'm in call ... Very very very very very very very very very very very very very very very bad worstREAD MORE,Unsatisfactory
23603,5,very nice 👍😊 productsREAD MORE,Best in the market!
23604,1,Very nice 👍👍👍READ MORE,Wonderful
23605,5,"Noise/no voice call clarity/ disturbances during the voice calls.😞Called oneplus customer care, and they suggestion did not give solution to resolve the issue. After that, again I have been trying to reach customer care.many times, it is waste of time and money.Reaching customer care executive itself is a challenging task. I saw many reviews before buying this, and based the recommendations, I bought this product. But I am really disappointed with this product and the brand Oneplus.P...READ MORE",Did not meet expectations
